apprenant_id,age,sexe,profil_candidat,formation,mode_formation,score_tp,score_theorique,taux_presence,date_inscription,reussite,mois
98,34.0,Homme,Etudiant,TIA Portal,Weekend,82.8879644175278,75.71529606853517,81.37879276999143,2024-06-25,0,6
99,32.0,Homme,Employé,TIA Portal,Continue,71.06355640897215,64.13844293119658,74.77846855025511,2024-07-10,0,7
100,20.0,Homme,Employé,SolidWorks,Continue,98.36572222557182,86.87314422402267,73.79020413333332,2024-09-04,1,9
101,32.543160127253444,,,TIA Portal,1 fois par semaine,74.81199054878482,70.11891311158554,79.76757781357493,2024-08-13,0,8
102,26.0,Homme,Employé,Industrie 4.0,1 fois par semaine,56.47974826866416,74.13248766534913,67.51194196507852,2024-08-07,0,8
103,28.0,Homme,Employé,TIA Portal,1 fois par semaine,79.43874800893235,60.0066654667678,70.44470048752366,2024-12-05,0,12
104,43.0,Homme,Employé,TIA Portal,1 fois par semaine,64.44077218796488,50.18390205493601,88.81664959215912,2024-09-01,0,9
105,20.0,Homme,Pris en charge,SCADA,Weekend,78.39993548865185,53.84391037845166,84.31128322452477,2024-05-05,0,5
106,31.0,Homme,Employé,SolidWorks,1 fois par semaine,69.34271805794612,77.15577385874045,87.8395096145526,2024-11-01,0,11
107,32.543160127253444,,,TIA Portal,1 fois par semaine,74.81199054878482,70.11891311158554,79.76757781357493,2024-11-22,0,11
108,43.0,Homme,Pris en charge,TIA Portal,1 fois par semaine,85.35157682362853,78.74653251651358,88.22304739948227,2024-12-21,1,12
109,30.0,Homme,Pris en charge,TIA Portal,Continue,59.165140994559536,89.85689855342258,66.3404452979746,2024-08-27,0,8
110,38.0,Homme,Etudiant,Industrie 4.0,Continue,70.14745242703066,79.25171823518161,93.36198175404724,2024-09-15,0,9
111,36.0,Homme,Etudiant,TIA Portal,1 fois par semaine,69.02980102892116,75.11572772072124,90.4804524543805,2024-11-07,0,11
112,27.0,Homme,Etudiant,Industrie 4.0,Continue,88.3703912590502,77.8681873056933,76.26129176625906,2024-12-08,1,12
113,22.0,Homme,Etudiant,SolidWorks,Continue,71.51085598890975,83.24828340959752,89.6998062892513,2024-08-03,0,8
114,22.0,Homme,Etudiant,SCADA,Weekend,65.58422749400418,73.74062987347283,92.15825412140812,2024-03-16,0,3
115,20.0,Homme,Etudiant,TIA Portal,Continue,77.31243517292691,77.96433950103854,79.47014309793876,2024-06-07,0,6
116,24.0,Homme,Etudiant,SCADA,Weekend,66.05713816051373,63.21501265215221,85.37215598042438,2024-11-12,0,11
117,29.0,Homme,Employé,EPLAN,Continue,67.50629244233438,58.285452472382126,74.80854687908038,2024-01-18,0,1
118,26.0,Homme,Employé,TIA Portal,1 fois par semaine,81.9011821655985,63.93048126156827,93.19939235827242,2024-08-25,0,8
119,28.0,Homme,Etudiant,TIA Portal,Continue,46.33928392111078,66.08371132821259,75.47888221486535,2024-03-23,0,3
120,26.0,Homme,Employé,SCADA,Continue,65.35971667670465,65.59401890808972,83.13832537729628,2024-02-21,0,2
121,28.0,Homme,Employé,TIA Portal,Weekend,68.23231697395858,83.75971033029273,79.56968171262731,2024-02-19,0,2
122,27.0,Homme,Employé,SCADA,1 fois par semaine,-5.0,40.0,74.17472753981669,2024-11-18,0,11
123,31.0,Homme,Pris en charge,SolidWorks,Weekend,79.45330815854905,67.43521301774125,62.95290794045058,2024-02-10,0,2
124,21.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,74.68273347548426,78.91936596159552,88.8617011495321,2024-02-04,0,2
125,20.0,Homme,Etudiant,SCADA,1 fois par semaine,73.96798050076605,78.4811575587758,79.64550453226472,2024-06-10,0,6
126,35.0,Homme,Etudiant,SCADA,Weekend,76.2346853813829,60.17280729202402,98.31727995185794,2024-12-24,0,12
127,42.0,Homme,Etudiant,TIA Portal,Continue,77.456024623269,90.86461380354476,92.16720447700378,2024-09-20,1,9
128,42.0,Homme,Employé,TIA Portal,1 fois par semaine,76.2553553799055,53.39496674553493,92.02420317462466,2024-11-22,0,11
129,43.0,Homme,Etudiant,EPLAN,Continue,94.4657392646325,65.8003943907453,87.33400744873185,2024-08-20,1,8
130,24.0,Homme,Etudiant,EPLAN,Weekend,70.60796561644138,66.28205819576281,87.5423958501131,2024-08-03,0,8
131,22.0,Homme,Etudiant,SolidWorks,Weekend,76.74387629007684,66.16179801564837,81.56430867804471,2024-11-14,0,11
132,31.0,Homme,Etudiant,EPLAN,Weekend,75.3799210646821,86.31640507813442,88.24515684954373,2024-01-06,1,1
133,27.0,Homme,Employé,TIA Portal,Weekend,84.39279041483078,70.19155627638419,75.52086004390841,2024-08-14,0,8
134,41.0,Homme,Employé,TIA Portal,1 fois par semaine,68.06775719422814,73.83730570069655,55.58055506912957,2024-01-12,0,1
135,22.0,Homme,Etudiant,Industrie 4.0,Weekend,71.33183603240124,80.55180749786516,87.07725820912002,2024-07-16,0,7
136,20.0,Homme,Etudiant,TIA Portal,Continue,59.88346284065774,62.325019190569016,87.30139608948329,2024-09-24,0,9
137,22.0,Homme,Etudiant,SolidWorks,Continue,84.87014836063776,68.1432404535442,66.78411060569215,2024-12-01,0,12
138,24.0,Homme,Etudiant,EPLAN,1 fois par semaine,59.77102753514194,90.1128151176388,85.13722515990042,2024-02-22,0,2
139,34.0,Homme,Pris en charge,SolidWorks,Weekend,80.39556453116805,74.53891516933697,84.98240565638261,2024-08-26,0,8
140,33.0,Homme,Etudiant,SCADA,1 fois par semaine,91.81095693328704,56.860275995219006,90.79049836109984,2024-04-03,0,4
141,22.0,Homme,Employé,TIA Portal,1 fois par semaine,94.257354204586,59.72369618694001,78.94310833329553,2024-03-06,0,3
142,20.0,Homme,Pris en charge,TIA Portal,1 fois par semaine,71.9403150285478,80.703194416331,64.77977408976595,2024-11-09,0,11
143,24.0,Homme,Etudiant,Industrie 4.0,Weekend,71.54122399995997,56.44631017199246,75.16018032360275,2024-11-04,0,11
144,42.0,Homme,Etudiant,SCADA,Continue,74.25881079305489,64.32411891364849,75.1240950968536,2024-08-10,0,8
145,32.543160127253444,,,Industrie 4.0,Continue,74.81199054878482,70.11891311158554,79.76757781357493,2024-06-18,0,6
146,26.0,Homme,Pris en charge,EPLAN,1 fois par semaine,73.67904045126379,70.16345807923246,81.2211688423663,2024-08-08,0,8
147,28.0,Homme,Etudiant,EPLAN,1 fois par semaine,72.26261653596303,87.79861111723511,77.62691951957444,2024-08-06,1,8
148,34.0,Homme,Employé,TIA Portal,Continue,85.72705673627092,40.59259113167077,83.96065471107366,2024-07-07,0,7
149,34.0,Homme,Pris en charge,TIA Portal,Continue,75.43675284344839,75.78336607038163,69.01827978584504,2024-11-13,0,11
150,29.0,Homme,Etudiant,SCADA,Weekend,73.4691121737295,66.60900545155856,83.59840829600505,2024-10-25,0,10
151,32.0,Homme,Pris en charge,TIA Portal,1 fois par semaine,66.23868238180853,85.80409850085327,72.41055046695375,2024-10-15,0,10
152,32.543160127253444,,,SolidWorks,Weekend,74.81199054878482,70.11891311158554,79.76757781357493,2024-04-22,0,4
153,26.0,Homme,Employé,SCADA,Continue,77.47078134855911,67.52020885487973,61.71140764357896,2024-09-12,0,9
154,36.0,Femme,Pris en charge,TIA Portal,Continue,74.88277450866387,69.95108096458162,89.43703081222841,2024-11-06,0,11
155,39.0,Homme,Pris en charge,Industrie 4.0,Continue,56.3802523599835,62.06631217052631,76.93878439816696,2024-12-27,0,12
156,23.0,Homme,Etudiant,Industrie 4.0,Continue,84.54498395391666,62.90904793589263,83.38800489848792,2024-09-27,0,9
157,24.0,Homme,Etudiant,EPLAN,Weekend,63.65752131147895,68.21253160746765,71.78829654695701,2024-04-25,0,4
158,32.543160127253444,,,TIA Portal,Continue,74.81199054878482,70.11891311158554,79.76757781357493,2024-08-18,0,8
159,26.0,Homme,Employé,EPLAN,1 fois par semaine,67.21465685284724,64.1038017914689,70.33946459127152,2024-03-15,0,3
160,32.0,Homme,Employé,SCADA,Continue,64.26901056693207,61.750031495151326,81.58804315788011,2024-08-23,0,8
161,34.0,Homme,Pris en charge,SolidWorks,1 fois par semaine,84.2815148447267,65.19822272330893,85.75258904923234,2024-09-02,0,9
162,30.0,Homme,Pris en charge,TIA Portal,Continue,76.01657899242987,70.04075243070965,69.98822311612356,2024-01-19,0,1
163,23.0,Homme,Etudiant,SCADA,Weekend,75.41040118651138,91.50933489116792,81.39920747804872,2024-09-15,1,9
164,32.0,Homme,Etudiant,SCADA,1 fois par semaine,94.50509489059527,60.83457671481348,77.55110468644162,2024-07-21,0,7
165,26.0,Homme,Etudiant,Industrie 4.0,Weekend,94.35035735433551,99.98911539169464,81.94121224294354,2024-08-27,1,8
166,38.0,Homme,Employé,SolidWorks,Continue,72.53045898547117,75.42759222961223,71.01551269603871,2024-11-04,0,11
167,41.0,Homme,Employé,SCADA,Weekend,61.92853733270267,57.99608637321859,84.65020700572863,2024-07-05,0,7
168,21.0,Homme,Employé,EPLAN,Continue,89.13811822227932,63.43293869993533,77.21153676949321,2024-08-15,0,8
169,32.543160127253444,,,TIA Portal,Weekend,74.81199054878482,70.11891311158554,79.76757781357493,2024-09-08,0,9
170,32.0,Homme,Etudiant,SolidWorks,Weekend,79.75198942765496,71.28018286213944,100.0,2024-10-06,0,10
171,44.0,Femme,Etudiant,TIA Portal,1 fois par semaine,72.32107558301696,82.61842318826871,62.380437818821605,2024-09-22,0,9
172,40.0,Homme,Employé,SolidWorks,Continue,75.75999420651952,70.37306776357195,85.40249980359754,2024-11-17,0,11
173,25.0,Homme,Etudiant,EPLAN,Weekend,87.26291570848575,79.63368878281055,84.35245133923945,2024-10-14,1,10
174,31.0,Homme,Etudiant,TIA Portal,Continue,67.13155603122821,75.14184737428279,86.30540593336701,2024-09-23,0,9
175,31.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,68.91839275853002,84.5216138620773,85.85702542553955,2024-10-16,0,10
176,39.0,Homme,Employé,SCADA,Weekend,82.58052400031309,58.24314559460025,81.93270138247203,2024-10-05,0,10
177,30.0,Homme,Etudiant,TIA Portal,Continue,92.8881830703692,80.59458658490558,84.08385202536624,2024-03-05,1,3
178,42.0,Homme,Pris en charge,Industrie 4.0,Weekend,99.74173963303778,92.64131130866105,100.0,2024-04-22,1,4
179,44.0,Homme,Employé,Industrie 4.0,Weekend,60.49189327456901,100.0,78.27681921098794,2024-01-06,1,1
180,32.543160127253444,,,EPLAN,Weekend,74.81199054878482,70.11891311158554,79.76757781357493,2024-08-16,0,8
181,20.0,Homme,Employé,EPLAN,Weekend,64.68457138653459,72.05765692078946,69.32989017430856,2024-03-16,0,3
182,20.0,Homme,Etudiant,SolidWorks,1 fois par semaine,83.46551675398554,58.41672137413797,71.75043402193813,2024-09-24,0,9
183,44.0,Homme,Etudiant,SCADA,1 fois par semaine,75.60867413527575,60.200524253752576,82.23591692731218,2024-08-05,0,8
184,44.0,Homme,Pris en charge,SolidWorks,Continue,83.7778737496375,67.92190009253854,83.68980379246568,2024-04-07,0,4
185,39.0,Homme,Employé,Industrie 4.0,Continue,71.04885597384757,92.3190686502438,78.8730565559149,2024-07-01,1,7
186,32.0,Homme,Pris en charge,Industrie 4.0,Weekend,81.99528004430289,63.63556351055102,86.52443893819411,2024-09-15,0,9
187,28.0,Homme,Employé,SCADA,Weekend,120.0,72.15516676991643,75.99147829855207,2024-08-25,1,8
188,22.0,Homme,Etudiant,EPLAN,Weekend,76.42230484206868,81.28916532415448,100.0,2024-05-06,0,5
189,26.0,Homme,Etudiant,SolidWorks,1 fois par semaine,69.23759030449662,40.0,81.52685404804004,2024-06-25,0,6
190,25.0,Homme,Employé,SCADA,Weekend,88.60043615225061,57.23904974857941,86.73885946259146,2024-08-25,0,8
191,27.0,Homme,Etudiant,SolidWorks,Continue,62.37282630397062,93.43805442896196,81.6153122076652,2024-12-07,0,12
192,28.0,Homme,Etudiant,Industrie 4.0,Weekend,73.86269902032262,82.5148293813484,73.9773077993047,2024-11-05,0,11
193,24.0,Homme,Pris en charge,SolidWorks,1 fois par semaine,92.8088398293892,82.5957344823886,74.92837185756069,2024-02-22,1,2
194,20.0,Homme,Etudiant,Industrie 4.0,Weekend,87.7598173522884,58.72606666871081,68.5325313470422,2024-09-27,0,9
195,38.0,Femme,Etudiant,TIA Portal,1 fois par semaine,66.56782178284736,87.41801903164128,62.77619100037288,2024-03-11,0,3
196,29.0,Homme,Pris en charge,SCADA,1 fois par semaine,67.0763702975172,60.196701888407134,89.4980340076338,2024-12-19,0,12
197,31.0,Femme,Pris en charge,SCADA,1 fois par semaine,80.14074698612494,71.0985742833017,73.90755544734485,2024-08-15,0,8
198,43.0,Femme,Etudiant,Industrie 4.0,1 fois par semaine,81.49933732690383,78.33630920426098,79.35762545388563,2024-10-18,0,10
199,34.0,Homme,Pris en charge,SCADA,Continue,86.89903720454532,79.99463890121095,95.3275777801898,2024-12-21,1,12
200,32.543160127253444,,,SCADA,1 fois par semaine,74.81199054878482,70.11891311158554,79.76757781357493,2024-08-27,0,8
201,32.543160127253444,Homme,Etudiant,SolidWorks,Continue,88.15793412719601,67.58884646545937,81.49938299618991,2024-01-19,0,1
202,28.0,Homme,Etudiant,EPLAN,Continue,65.98569799227006,47.828990026004206,77.893260410698,2024-11-23,0,11
203,39.0,Homme,Etudiant,Industrie 4.0,Weekend,88.34673784135677,70.98823366082966,78.46595709311768,2024-11-02,0,11
204,36.0,Homme,Employé,EPLAN,Weekend,58.8457691710089,43.9780516520712,100.0,2024-09-22,0,9
205,36.0,Homme,Etudiant,SCADA,1 fois par semaine,63.86045827902058,76.81095196221753,81.72390765444811,2024-09-21,0,9
206,39.0,Femme,Pris en charge,SolidWorks,Weekend,92.21015474425047,58.25607784869888,100.0,2024-09-03,0,9
207,31.0,Homme,Employé,SCADA,1 fois par semaine,92.76037637260156,68.08565384192504,66.99373740855037,2024-12-20,1,12
208,26.0,Homme,Employé,TIA Portal,Weekend,76.00335340828111,63.86160813941819,80.46950930342072,2024-11-15,0,11
209,21.0,Homme,Pris en charge,TIA Portal,1 fois par semaine,71.70710515995722,76.79214768307875,91.65767621308092,2024-12-18,0,12
210,22.0,Homme,Pris en charge,SolidWorks,Weekend,74.83946270456947,60.51875535099396,90.80099058582176,2024-07-07,0,7
211,36.0,Homme,Etudiant,Industrie 4.0,Weekend,79.14727950922492,73.07454052153219,86.3159465990622,2024-01-17,0,1
212,24.0,Homme,Etudiant,SolidWorks,Continue,80.04810623681723,72.21458444958708,73.89687221797598,2024-01-17,0,1
213,36.0,Homme,Employé,Industrie 4.0,Weekend,72.0526743070529,70.78924064355479,66.86968816578047,2024-12-10,0,12
214,43.0,Homme,Etudiant,TIA Portal,Weekend,55.645267538299336,74.7121076298845,78.21188572085704,2024-12-27,0,12
215,36.0,Femme,Etudiant,TIA Portal,1 fois par semaine,69.56296431840265,55.57015714160501,90.4325613444154,2024-02-16,0,2
216,36.0,Homme,Employé,SolidWorks,Continue,59.44996716330882,56.00933367668553,97.00022699550676,2024-12-14,0,12
217,21.0,Homme,Pris en charge,TIA Portal,1 fois par semaine,82.65810621655993,87.2017086311888,81.1084622790886,2024-12-16,1,12
218,21.0,Homme,Etudiant,SolidWorks,Weekend,78.68893501580362,51.52152888742114,79.01881768559255,2024-11-09,0,11
219,41.0,Homme,Employé,Industrie 4.0,1 fois par semaine,120.0,95.99617377927538,82.08776291304297,2024-04-10,1,4
220,42.0,Homme,Etudiant,SolidWorks,Continue,72.49232575312784,68.34684636574893,82.2013250412277,2024-12-02,0,12
